partition,scene,frame,vc
FKIT,mini_chocolate_panettone,828,0.047243
FKIT,mini_chocolate_panettone,829,0.073734
FKIT,mini_chocolate_panettone,830,0.023006
FKIT,mini_chocolate_panettone,831,0.082966
FKIT,mini_chocolate_panettone,832,0.121858
FKIT,mini_chocolate_panettone,833,0.061624
FKIT,mini_chocolate_panettone,834,0.120455
FKIT,mini_chocolate_panettone,835,0.066974
FKIT,mini_chocolate_panettone,836,0.097886
FKIT,mini_chocolate_panettone,837,0.039649
FKIT,mini_chocolate_panettone,838,0.050153
FKIT,mini_chocolate_panettone,839,0.038431
FKIT,mini_chocolate_panettone,840,0.155173
FKIT,mini_chocolate_panettone,841,0.015030
FKIT,mini_chocolate_panettone,842,0.112508
FKIT,mini_chocolate_panettone,843,0.168443
FKIT,mini_chocolate_panettone,844,0.075394
FKIT,mini_chocolate_panettone,845,0.054110
FKIT,mini_chocolate_panettone,846,0.025288
FKIT,mini_chocolate_panettone,847,0.086561
FKIT,mini_chocolate_panettone,848,0.141364
FKIT,mini_chocolate_panettone,849,0.087665
FKIT,mini_chocolate_panettone,850,0.149846
FKIT,mini_chocolate_panettone,851,0.018837
FKIT,mini_chocolate_panettone,852,0.085145
FKIT,mini_chocolate_panettone,853,0.051814
FKIT,mini_chocolate_panettone,854,0.107364
FKIT,mini_chocolate_panettone,855,0.084931
FKIT,mini_chocolate_panettone,856,0.147908
FKIT,mini_chocolate_panettone,857,0.220509
FKIT,mini_chocolate_panettone,858,0.217105
FKIT,mini_chocolate_panettone,859,0.136800
FKIT,mini_chocolate_panettone,860,0.040972
FKIT,mini_chocolate_panettone,861,0.044872
FKIT,mini_chocolate_panettone,862,0.062799
FKIT,mini_chocolate_panettone,863,0.157969
FKIT,mini_chocolate_panettone,864,0.048092
FKIT,mini_chocolate_panettone,865,0.174642
FKIT,mini_chocolate_panettone,866,0.235104
FKIT,mini_chocolate_panettone,867,0.163686
FKIT,mini_chocolate_panettone,868,0.344171
FKIT,mini_chocolate_panettone,869,0.140750
FKIT,mini_chocolate_panettone,870,0.122027
FKIT,mini_chocolate_panettone,871,0.151010
FKIT,mini_chocolate_panettone,872,0.060918
FKIT,mini_chocolate_panettone,873,0.053692
FKIT,mini_chocolate_panettone,874,0.152011
FKIT,mini_chocolate_panettone,875,0.134641
FKIT,mini_chocolate_panettone,876,0.157602
FKIT,mini_chocolate_panettone,877,0.099921
FKIT,mini_chocolate_panettone,878,0.100070
FKIT,mini_chocolate_panettone,879,0.164002
FKIT,mini_chocolate_panettone,880,0.445600
FKIT,mini_chocolate_panettone,881,0.186236
FKIT,mini_chocolate_panettone,882,0.072156
FKIT,mini_chocolate_panettone,883,0.105655
FKIT,mini_chocolate_panettone,884,0.213608
FKIT,mini_chocolate_panettone,885,0.111864
FKIT,mini_chocolate_panettone,886,0.049235
FKIT,mini_chocolate_panettone,887,0.161503
FKIT,mini_chocolate_panettone,888,0.275841
FKIT,mini_chocolate_panettone,889,0.169833
FKIT,mini_chocolate_panettone,890,0.076467
FKIT,mini_chocolate_panettone,891,0.031267
FKIT,mini_chocolate_panettone,892,0.207520
FKIT,mini_chocolate_panettone,893,0.128270
FKIT,mini_chocolate_panettone,894,0.207049
FKIT,mini_chocolate_panettone,895,0.258359
FKIT,mini_chocolate_panettone,896,0.204151
FKIT,mini_chocolate_panettone,897,0.225706
FKIT,mini_chocolate_panettone,898,0.238475
FKIT,mini_chocolate_panettone,899,0.063678
FKIT,mini_chocolate_panettone,900,0.092344
FKIT,mini_chocolate_panettone,901,0.020639
FKIT,mini_chocolate_panettone,902,0.048468
FKIT,mini_chocolate_panettone,903,0.096646
FKIT,mini_chocolate_panettone,904,0.101305
FKIT,mini_chocolate_panettone,905,0.053762
FKIT,mini_chocolate_panettone,906,0.171351
FKIT,mini_chocolate_panettone,907,0.172098
FKIT,mini_chocolate_panettone,908,0.160104
FKIT,mini_chocolate_panettone,909,0.094485
FKIT,mini_chocolate_panettone,910,0.023688
FKIT,mini_chocolate_panettone,911,0.230466
FKIT,mini_chocolate_panettone,912,0.040154
FKIT,mini_chocolate_panettone,913,0.106236
FKIT,mini_chocolate_panettone,914,0.112890
FKIT,mini_chocolate_panettone,915,0.125734
FKIT,mini_chocolate_panettone,916,0.054270
FKIT,mini_chocolate_panettone,917,0.223563
FKIT,mini_chocolate_panettone,918,0.116611
FKIT,mini_chocolate_panettone,919,0.146779
FKIT,mini_chocolate_panettone,920,0.200424
FKIT,mini_chocolate_panettone,921,0.186818
FKIT,mini_chocolate_panettone,922,0.179435
FKIT,mini_chocolate_panettone,923,0.023536
FKIT,mini_chocolate_panettone,924,0.026955
FKIT,mini_chocolate_panettone,925,0.027060
FKIT,mini_chocolate_panettone,926,0.057712
FKIT,mini_chocolate_panettone,927,0.039065
FKIT,mini_chocolate_panettone,928,0.055289
FKIT,mini_chocolate_panettone,929,0.100521
FKIT,mini_chocolate_panettone,930,0.040900
FKIT,mini_chocolate_panettone,931,0.111455
FKIT,mini_chocolate_panettone,932,0.062415
FKIT,mini_chocolate_panettone,933,0.086365
FKIT,mini_chocolate_panettone,934,0.046332
FKIT,mini_chocolate_panettone,935,0.038728
FKIT,mini_chocolate_panettone,936,0.029265
FKIT,mini_chocolate_panettone,937,0.057882
FKIT,mini_chocolate_panettone,938,0.071717
FKIT,mini_chocolate_panettone,939,0.152875
FKIT,mini_chocolate_panettone,940,0.029121
FKIT,mini_chocolate_panettone,941,0.066196
FKIT,mini_chocolate_panettone,942,0.137636
FKIT,mini_chocolate_panettone,943,0.158889
FKIT,mini_chocolate_panettone,944,0.038971
FKIT,mini_chocolate_panettone,945,0.089252
FKIT,mini_chocolate_panettone,946,0.140117
FKIT,mini_chocolate_panettone,947,0.042448
FKIT,mini_chocolate_panettone,948,0.118674
FKIT,mini_chocolate_panettone,949,0.023313
FKIT,mini_chocolate_panettone,950,0.101773
FKIT,mini_chocolate_panettone,951,0.250270
FKIT,mini_chocolate_panettone,952,0.075697
FKIT,mini_chocolate_panettone,953,0.091896
FKIT,mini_chocolate_panettone,954,0.192525
FKIT,mini_chocolate_panettone,955,0.133489
FKIT,mini_chocolate_panettone,956,0.093784
FKIT,mini_chocolate_panettone,957,0.129660
FKIT,mini_chocolate_panettone,958,0.092494
FKIT,mini_chocolate_panettone,959,0.108582
FKIT,mini_chocolate_panettone,960,0.088181
FKIT,mini_chocolate_panettone,961,0.167625
FKIT,mini_chocolate_panettone,962,0.213889
FKIT,mini_chocolate_panettone,963,0.135690
FKIT,mini_chocolate_panettone,964,0.135004
FKIT,mini_chocolate_panettone,965,0.120722
FKIT,mini_chocolate_panettone,966,0.250650
FKIT,mini_chocolate_panettone,967,0.129455
FKIT,mini_chocolate_panettone,968,0.175208
FKIT,mini_chocolate_panettone,969,0.046256
FKIT,mini_chocolate_panettone,970,0.072464
FKIT,mini_chocolate_panettone,971,0.319035
FKIT,mini_chocolate_panettone,972,0.067237
FKIT,mini_chocolate_panettone,973,0.110324
FKIT,mini_chocolate_panettone,974,0.201328
FKIT,mini_chocolate_panettone,975,0.084372
FKIT,mini_chocolate_panettone,976,0.199110
FKIT,mini_chocolate_panettone,977,0.231805
FKIT,mini_chocolate_panettone,978,0.153206
FKIT,mini_chocolate_panettone,979,0.259285
FKIT,mini_chocolate_panettone,980,0.185821
FKIT,mini_chocolate_panettone,981,0.146600
FKIT,mini_chocolate_panettone,982,0.229017
FKIT,mini_chocolate_panettone,983,0.107175
FKIT,mini_chocolate_panettone,984,0.193553
FKIT,mini_chocolate_panettone,985,0.175481
FKIT,mini_chocolate_panettone,986,0.131572
FKIT,mini_chocolate_panettone,987,0.009890
FKIT,mini_chocolate_panettone,988,0.130920
FKIT,mini_chocolate_panettone,989,0.136736
FKIT,mini_chocolate_panettone,990,0.181234
FKIT,mini_chocolate_panettone,991,0.117099
FKIT,mini_chocolate_panettone,992,0.130059
FKIT,mini_chocolate_panettone,993,0.069330
FKIT,mini_chocolate_panettone,994,0.130312
FKIT,mini_chocolate_panettone,995,0.096620
FKIT,mini_chocolate_panettone,996,0.177181
FKIT,mini_chocolate_panettone,997,0.143840
FKIT,mini_chocolate_panettone,998,0.131014
FKIT,mini_chocolate_panettone,999,0.114981
FKIT,mini_chocolate_panettone,1000,0.145544
FKIT,mini_chocolate_panettone,1001,0.194467
FKIT,mini_chocolate_panettone,1002,0.121164
FKIT,mini_chocolate_panettone,1003,0.120361
FKIT,mini_chocolate_panettone,1004,0.135008
FKIT,mini_chocolate_panettone,1005,0.079157
FKIT,mini_chocolate_panettone,1006,0.139052
FKIT,mini_chocolate_panettone,1007,0.092296
FKIT,mini_chocolate_panettone,1008,0.091478
FKIT,mini_chocolate_panettone,1009,0.231889
FKIT,mini_chocolate_panettone,1010,0.231219
FKIT,mini_chocolate_panettone,1011,0.221483
FKIT,mini_chocolate_panettone,1012,0.124602
FKIT,mini_chocolate_panettone,1013,0.031673
FKIT,mini_chocolate_panettone,1014,0.028995
FKIT,mini_chocolate_panettone,1015,0.096025
FKIT,mini_chocolate_panettone,1016,0.036733
FKIT,mini_chocolate_panettone,1017,0.123251
FKIT,mini_chocolate_panettone,1018,0.104219
FKIT,mini_chocolate_panettone,1019,0.082723
FKIT,mini_chocolate_panettone,1020,0.149043
FKIT,mini_chocolate_panettone,1021,0.162571
FKIT,mini_chocolate_panettone,1022,0.081240
FKIT,mini_chocolate_panettone,1023,0.128485
FKIT,mini_chocolate_panettone,1024,0.093544
FKIT,mini_chocolate_panettone,1025,0.047406
FKIT,mini_chocolate_panettone,1026,0.047150
FKIT,mini_chocolate_panettone,1027,0.172452
FKIT,mini_chocolate_panettone,1028,0.134063
FKIT,mini_chocolate_panettone,1029,0.044872
FKIT,mini_chocolate_panettone,1030,0.113548
FKIT,mini_chocolate_panettone,1031,0.031135
FKIT,mini_chocolate_panettone,1032,0.129527
FKIT,mini_chocolate_panettone,1033,0.009209
FKIT,mini_chocolate_panettone,1034,0.092214
FKIT,mini_chocolate_panettone,1035,0.045029
FKIT,mini_chocolate_panettone,1036,0.159060
FKIT,mini_chocolate_panettone,1037,0.049397
FKIT,mini_chocolate_panettone,1038,0.129202
FKIT,mini_chocolate_panettone,1039,0.050163
FKIT,mini_chocolate_panettone,1040,0.095620
FKIT,mini_chocolate_panettone,1041,0.082751
FKIT,mini_chocolate_panettone,1042,0.230961
FKIT,mini_chocolate_panettone,1043,0.182071
FKIT,mini_chocolate_panettone,1044,0.136532
FKIT,mini_chocolate_panettone,1045,0.140917
FKIT,mini_chocolate_panettone,1046,0.126193
FKIT,mini_chocolate_panettone,1047,0.089992
FKIT,mini_chocolate_panettone,1048,0.157333
FKIT,mini_chocolate_panettone,1049,0.127499
FKIT,mini_chocolate_panettone,1050,0.271714
FKIT,mini_chocolate_panettone,1051,0.100613
FKIT,mini_chocolate_panettone,1052,0.162036
FKIT,mini_chocolate_panettone,1053,0.093339
FKIT,mini_chocolate_panettone,1054,0.062058
FKIT,mini_chocolate_panettone,1055,0.082586
FKIT,mini_chocolate_panettone,1056,0.124538
FKIT,mini_chocolate_panettone,1057,0.098603
FKIT,mini_chocolate_panettone,1058,0.084055
FKIT,mini_chocolate_panettone,1059,0.185207
FKIT,mini_chocolate_panettone,1060,0.076928
FKIT,mini_chocolate_panettone,1061,0.158178
FKIT,mini_chocolate_panettone,1062,0.191778
FKIT,mini_chocolate_panettone,1063,0.228143
FKIT,mini_chocolate_panettone,1064,0.159233
FKIT,mini_chocolate_panettone,1065,0.099002
FKIT,mini_chocolate_panettone,1066,0.094382
FKIT,mini_chocolate_panettone,1067,0.131341
FKIT,mini_chocolate_panettone,1068,0.131382
FKIT,mini_chocolate_panettone,1069,0.048941
FKIT,mini_chocolate_panettone,1070,0.052856
FKIT,mini_chocolate_panettone,1071,0.070001
FKIT,mini_chocolate_panettone,1072,0.144218
FKIT,mini_chocolate_panettone,1073,0.075002
FKIT,mini_chocolate_panettone,1074,0.105400
FKIT,mini_chocolate_panettone,1075,0.157212
FKIT,mini_chocolate_panettone,1076,0.018426
FKIT,mini_chocolate_panettone,1077,0.291748
FKIT,mini_chocolate_panettone,1078,0.107148
FKIT,mini_chocolate_panettone,1079,0.089125
FKIT,mini_chocolate_panettone,1080,0.191712
FKIT,mini_chocolate_panettone,1081,0.227210
FKIT,mini_chocolate_panettone,1082,0.118300
FKIT,mini_chocolate_panettone,1083,0.328650
FKIT,mini_chocolate_panettone,1084,0.202002
FKIT,mini_chocolate_panettone,1085,0.197428
FKIT,mini_chocolate_panettone,1086,0.169728
FKIT,mini_chocolate_panettone,1087,0.028867
FKIT,mini_chocolate_panettone,1088,0.074820
FKIT,mini_chocolate_panettone,1089,0.093721
FKIT,mini_chocolate_panettone,1090,0.088212
FKIT,mini_chocolate_panettone,1091,0.078070
FKIT,mini_chocolate_panettone,1092,0.188569
FKIT,mini_chocolate_panettone,1093,0.098296
FKIT,mini_chocolate_panettone,1094,0.098357
FKIT,mini_chocolate_panettone,1095,0.051234
FKIT,mini_chocolate_panettone,1096,0.086629
FKIT,mini_chocolate_panettone,1097,0.091002
FKIT,mini_chocolate_panettone,1098,0.163813
FKIT,mini_chocolate_panettone,1099,0.193237
FKIT,mini_chocolate_panettone,1100,0.035836
FKIT,mini_chocolate_panettone,1101,0.095388
FKIT,mini_chocolate_panettone,1102,0.044368
FKIT,mini_chocolate_panettone,1103,0.154871
FKIT,mini_chocolate_panettone,1104,0.013803
FKIT,mini_chocolate_panettone,1105,0.125698
FKIT,mini_chocolate_panettone,1106,0.288788
FKIT,mini_chocolate_panettone,1107,0.263088
FKIT,mini_chocolate_panettone,1108,0.323665
FKIT,mini_chocolate_panettone,1109,0.278770
FKIT,mini_chocolate_panettone,1110,0.193695
FKIT,mini_chocolate_panettone,1111,0.026769
FKIT,mini_chocolate_panettone,1112,0.225350
FKIT,mini_chocolate_panettone,1113,0.222594
FKIT,mini_chocolate_panettone,1114,0.204998
FKIT,mini_chocolate_panettone,1115,0.207668
FKIT,mini_chocolate_panettone,1116,0.122463
FKIT,mini_chocolate_panettone,1117,0.179827
FKIT,mini_chocolate_panettone,1118,0.196293
FKIT,mini_chocolate_panettone,1119,0.165754
FKIT,mini_chocolate_panettone,1120,0.101351
FKIT,mini_chocolate_panettone,1121,0.073227
FKIT,mini_chocolate_panettone,1122,0.036620
FKIT,mini_chocolate_panettone,1123,0.082683
FKIT,mini_chocolate_panettone,1124,0.081301
FKIT,mini_chocolate_panettone,1125,0.195178
FKIT,mini_chocolate_panettone,1126,0.191540
FKIT,mini_chocolate_panettone,1127,0.070910
FKIT,mini_chocolate_panettone,1128,0.145899
FKIT,mini_chocolate_panettone,1129,0.140667
FKIT,mini_chocolate_panettone,1130,0.108356
FKIT,mini_chocolate_panettone,1131,0.120313
FKIT,mini_chocolate_panettone,1132,0.103391
FKIT,mini_chocolate_panettone,1133,0.112145
FKIT,mini_chocolate_panettone,1134,0.148590
FKIT,mini_chocolate_panettone,1135,0.105738
FKIT,mini_chocolate_panettone,1136,0.238048
FKIT,mini_chocolate_panettone,1137,0.046700
FKIT,mini_chocolate_panettone,1138,0.148342
FKIT,mini_chocolate_panettone,1139,0.210153
FKIT,mini_chocolate_panettone,1140,0.173607
FKIT,mini_chocolate_panettone,1141,0.148395
FKIT,mini_chocolate_panettone,1142,0.041129
FKIT,mini_chocolate_panettone,1143,0.218212
FKIT,mini_chocolate_panettone,1144,0.124036
FKIT,mini_chocolate_panettone,1145,0.205346
FKIT,mini_chocolate_panettone,1146,0.170504
FKIT,mini_chocolate_panettone,1147,0.196953
FKIT,mini_chocolate_panettone,1148,0.057109
FKIT,mini_chocolate_panettone,1149,0.082138
FKIT,mini_chocolate_panettone,1150,0.192016
FKIT,mini_chocolate_panettone,1151,0.059503
FKIT,mini_chocolate_panettone,1152,0.071965
FKIT,mini_chocolate_panettone,1153,0.100110
FKIT,mini_chocolate_panettone,1154,0.183022
FKIT,mini_chocolate_panettone,1155,0.142974
FKIT,mini_chocolate_panettone,1156,0.307163
FKIT,mini_chocolate_panettone,1157,0.091119
FKIT,mini_chocolate_panettone,1158,0.010616
FKIT,mini_chocolate_panettone,1159,0.084600
FKIT,mini_chocolate_panettone,1160,0.164105
FKIT,mini_chocolate_panettone,1161,0.063347
FKIT,mini_chocolate_panettone,1162,0.177530
FKIT,mini_chocolate_panettone,1163,0.061003
FKIT,mini_chocolate_panettone,1164,0.176178
FKIT,mini_chocolate_panettone,1165,0.134083
FKIT,mini_chocolate_panettone,1166,0.125957
FKIT,mini_chocolate_panettone,1167,0.089188
FKIT,mini_chocolate_panettone,1168,0.169161
FKIT,mini_chocolate_panettone,1169,0.293326
FKIT,mini_chocolate_panettone,1170,0.205026
FKIT,mini_chocolate_panettone,1171,0.036603
FKIT,mini_chocolate_panettone,1172,0.094668
FKIT,mini_chocolate_panettone,1173,0.071923
FKIT,mini_chocolate_panettone,1174,0.127461
FKIT,mini_chocolate_panettone,1175,0.041597
FKIT,mini_chocolate_panettone,1176,0.073658
FKIT,mini_chocolate_panettone,1177,0.062123
FKIT,mini_chocolate_panettone,1178,0.116031
FKIT,mini_chocolate_panettone,1179,0.090861
FKIT,mini_chocolate_panettone,1180,0.105750
FKIT,mini_chocolate_panettone,1181,0.208026
FKIT,mini_chocolate_panettone,1182,0.073259
FKIT,mini_chocolate_panettone,1183,0.083356
FKIT,mini_chocolate_panettone,1184,0.074077
FKIT,mini_chocolate_panettone,1185,0.116511
FKIT,mini_chocolate_panettone,1186,0.057235
FKIT,mini_chocolate_panettone,1187,0.046653
FKIT,mini_chocolate_panettone,1188,0.064408
FKIT,mini_chocolate_panettone,1189,0.034843
FKIT,mini_chocolate_panettone,1190,0.068939
FKIT,mini_chocolate_panettone,1191,0.066709
FKIT,mini_chocolate_panettone,1192,0.089092
FKIT,mini_chocolate_panettone,1193,0.032921
FKIT,mini_chocolate_panettone,1194,0.091377
FKIT,mini_chocolate_panettone,1195,0.022095
FKIT,mini_chocolate_panettone,1196,0.063018
FKIT,mini_chocolate_panettone,1197,0.109004
FKIT,mini_chocolate_panettone,1198,0.109032
FKIT,mini_chocolate_panettone,1199,0.171529
FKIT,mini_chocolate_panettone,1200,0.112985
FKIT,mini_chocolate_panettone,1201,0.121582
FKIT,mini_chocolate_panettone,1202,0.053392
FKIT,mini_chocolate_panettone,1203,0.053497
FKIT,mini_chocolate_panettone,1204,0.053599
FKIT,mini_chocolate_panettone,1205,0.031005
FKIT,mini_chocolate_panettone,1206,0.050617
FKIT,mini_chocolate_panettone,1207,0.113460
FKIT,mini_chocolate_panettone,1208,0.032464
FKIT,falafel,0,
FKIT,falafel,1,0.062425
FKIT,falafel,2,0.036437
FKIT,falafel,3,0.049440
FKIT,falafel,4,0.032137
FKIT,falafel,5,0.056264
FKIT,falafel,6,0.005507
FKIT,falafel,7,0.037736
FKIT,falafel,8,0.055323
FKIT,falafel,9,0.132032
FKIT,falafel,10,0.164906
FKIT,falafel,11,0.178471
FKIT,falafel,12,0.085033
FKIT,falafel,13,0.136242
FKIT,falafel,14,0.186175
FKIT,falafel,15,0.204216
FKIT,falafel,16,0.150751
FKIT,falafel,17,0.164217
FKIT,falafel,18,0.193330
FKIT,falafel,19,0.173779
FKIT,falafel,20,0.259718
FKIT,falafel,21,0.310374
FKIT,falafel,22,0.316362
FKIT,falafel,23,0.311523
FKIT,falafel,24,0.259537
FKIT,falafel,25,0.233993
FKIT,falafel,26,0.026989
FKIT,falafel,27,0.241282
FKIT,falafel,28,0.092182
FKIT,falafel,29,0.123047
FKIT,falafel,30,0.199108
FKIT,falafel,31,0.079841
FKIT,falafel,32,0.065184
FKIT,falafel,33,0.098842
FKIT,falafel,34,0.298299
FKIT,falafel,35,0.131161
FKIT,falafel,36,0.303462
FKIT,falafel,37,0.163816
FKIT,falafel,38,0.169673
FKIT,falafel,39,0.089290
FKIT,falafel,40,0.082551
FKIT,falafel,41,0.109322
FKIT,falafel,42,0.065102
FKIT,falafel,43,0.240339
FKIT,falafel,44,0.240645
FKIT,falafel,45,0.273980
FKIT,falafel,46,0.177090
FKIT,falafel,47,0.052613
FKIT,falafel,48,0.216080
FKIT,falafel,49,0.142140
FKIT,falafel,50,0.146011
FKIT,falafel,51,0.179787
FKIT,falafel,52,0.232323
FKIT,falafel,53,0.235977
FKIT,falafel,54,0.269318
FKIT,falafel,55,0.046612
FKIT,falafel,56,0.148875
FKIT,falafel,57,0.264592
FKIT,falafel,58,0.330657
FKIT,falafel,59,0.331716
FKIT,falafel,60,0.308346
FKIT,falafel,61,0.127425
FKIT,falafel,62,0.243147
FKIT,falafel,63,0.050749
FKIT,falafel,64,0.106406
FKIT,falafel,65,0.108873
FKIT,falafel,66,0.265540
FKIT,falafel,67,0.089334
FKIT,falafel,68,0.098626
FKIT,falafel,69,0.109589
FKIT,falafel,70,0.097552
FKIT,falafel,71,0.167277
FKIT,falafel,72,0.058610
FKIT,falafel,73,0.121146
FKIT,falafel,74,0.087522
FKIT,falafel,75,0.052075
FKIT,falafel,76,0.212060
FKIT,falafel,77,0.159647
FKIT,falafel,78,0.171918
FKIT,falafel,79,0.264210
FKIT,falafel,80,0.119523
FKIT,falafel,81,0.017703
FKIT,falafel,82,0.192837
FKIT,falafel,83,0.253409
FKIT,falafel,84,0.256218
FKIT,falafel,85,0.065581
FKIT,falafel,86,0.172278
FKIT,falafel,87,0.021168
FKIT,falafel,88,0.048544
FKIT,falafel,89,0.135672
FKIT,falafel,90,0.305628
FKIT,falafel,91,0.143680
FKIT,falafel,92,0.136329
FKIT,falafel,93,0.202784
FKIT,falafel,94,0.322549
FKIT,falafel,95,0.105322
FKIT,falafel,96,0.329827
FKIT,falafel,97,0.263932
FKIT,falafel,98,0.214110
FKIT,falafel,99,0.027224
FKIT,falafel,100,0.072523
FKIT,falafel,101,0.080334
FKIT,falafel,102,0.100274
FKIT,falafel,103,0.011612
FKIT,falafel,104,0.095831
FKIT,falafel,105,0.098655
FKIT,falafel,106,0.183432
FKIT,falafel,107,0.131719
FKIT,falafel,108,0.172732
FKIT,falafel,109,0.019955
FKIT,falafel,110,0.079010
FKIT,falafel,111,0.129987
FKIT,falafel,112,0.181317
FKIT,falafel,113,0.110059
FKIT,falafel,114,0.066829
FKIT,falafel,115,0.219955
FKIT,falafel,116,0.046872
FKIT,falafel,117,0.034960
FKIT,falafel,118,0.110978
FKIT,falafel,119,0.141229
FKIT,falafel,120,0.256068
FKIT,falafel,121,0.193597
FKIT,falafel,122,0.172920
FKIT,falafel,123,0.291867
FKIT,falafel,124,0.346532
FKIT,falafel,125,0.352831
FKIT,falafel,126,0.103354
FKIT,falafel,127,0.283831
FKIT,falafel,128,0.180526
FKIT,falafel,129,0.091478
FKIT,falafel,130,0.162551
FKIT,falafel,131,0.409134
FKIT,falafel,132,0.387112
FKIT,falafel,133,0.532341
FKIT,falafel,134,0.517206
FKIT,falafel,135,0.485381
FKIT,falafel,136,0.376316
FKIT,falafel,137,0.441237
FKIT,falafel,138,0.451231
FKIT,falafel,139,0.251127
FKIT,falafel,140,0.264645
FKIT,falafel,141,0.311486
FKIT,falafel,142,0.259316
FKIT,falafel,143,0.289447
FKIT,falafel,144,0.304498
FKIT,falafel,145,0.170534
FKIT,falafel,146,0.174368
FKIT,falafel,147,0.108786
FKIT,falafel,148,0.198764
FKIT,falafel,149,0.155342
FKIT,falafel,150,0.135441
FKIT,falafel,151,0.158874
FKIT,falafel,152,0.038085
FKIT,falafel,153,0.056441
FKIT,falafel,154,0.130933
FKIT,falafel,155,0.166059
FKIT,falafel,156,0.297415
FKIT,falafel,157,0.284899
FKIT,falafel,158,0.324045
FKIT,falafel,159,0.297669
FKIT,falafel,160,0.147460
FKIT,falafel,161,0.165016
FKIT,falafel,162,0.176450
FKIT,falafel,163,0.180866
FKIT,falafel,164,0.075127
FKIT,falafel,165,0.289738
FKIT,falafel,166,0.353213
FKIT,falafel,167,0.081572
FKIT,falafel,168,0.257429
FKIT,falafel,169,0.227383
FKIT,falafel,170,0.241817
FKIT,falafel,171,0.150769
FKIT,falafel,172,0.078494
FKIT,falafel,173,0.110852
FKIT,falafel,174,0.322741
FKIT,falafel,175,0.220134
FKIT,falafel,176,0.179044
FKIT,falafel,177,0.326351
FKIT,falafel,178,0.074946
FKIT,falafel,179,0.088195
FKIT,falafel,180,0.169573
FKIT,falafel,181,0.181550
FKIT,falafel,182,0.111389
FKIT,falafel,183,0.287264
FKIT,falafel,184,0.377066
FKIT,falafel,185,0.287120
FKIT,falafel,186,0.262513
FKIT,falafel,187,0.197696
FKIT,falafel,188,0.276195
FKIT,falafel,189,0.480222
FKIT,falafel,190,0.516683
FKIT,falafel,191,0.228806
FKIT,falafel,192,0.138504
FKIT,falafel,193,0.360999
FKIT,falafel,194,0.213429
FKIT,falafel,195,0.073216
FKIT,falafel,196,0.292560
FKIT,falafel,197,0.105987
FKIT,falafel,198,0.254870
FKIT,falafel,199,0.146143
FKIT,falafel,200,0.177564
FKIT,falafel,201,0.276744
FKIT,falafel,202,0.268139
FKIT,falafel,203,0.274600
FKIT,falafel,204,0.176024
FKIT,falafel,205,0.107166
FKIT,falafel,206,0.128809
FKIT,falafel,207,0.289321
FKIT,falafel,208,0.444146
FKIT,falafel,209,0.488726
FKIT,falafel,210,0.370230
FKIT,falafel,211,0.233318
FKIT,falafel,212,0.104939
FKIT,falafel,213,0.262686
FKIT,falafel,214,0.184379
FKIT,falafel,215,0.240512
FKIT,falafel,216,0.399466
FKIT,falafel,217,0.123832
FKIT,falafel,218,0.148959
FKIT,falafel,219,0.368887
FKIT,falafel,220,0.218414
FKIT,falafel,221,0.309857
FKIT,falafel,222,0.346353
FKIT,falafel,223,0.377030
FKIT,falafel,224,0.204995
FKIT,falafel,225,0.093438
FKIT,falafel,226,0.094407
FKIT,falafel,227,0.244866
FKIT,falafel,228,0.255451
FKIT,falafel,229,0.416275
FKIT,falafel,230,0.360467
FKIT,falafel,231,0.168786
FKIT,falafel,232,0.437917
FKIT,falafel,233,0.347215
FKIT,falafel,234,0.146393
FKIT,falafel,235,0.280140
FKIT,falafel,236,0.201247
FKIT,falafel,237,0.139888
FKIT,falafel,238,0.325832
FKIT,falafel,239,0.398218
FKIT,falafel,240,0.528839
FKIT,falafel,241,0.493822
FKIT,falafel,242,0.391104
FKIT,falafel,243,0.375610
FKIT,falafel,244,0.405077
FKIT,falafel,245,0.186276
FKIT,falafel,246,0.214349
FKIT,falafel,247,0.204374
FKIT,falafel,248,0.252140
FKIT,falafel,249,0.287859
FKIT,falafel,250,0.295367
FKIT,falafel,251,0.398666
FKIT,falafel,252,0.251759
FKIT,falafel,253,0.254186
FKIT,falafel,254,0.188022
FKIT,falafel,255,0.263023
FKIT,falafel,256,0.302955
FKIT,falafel,257,0.073023
FKIT,falafel,258,0.195619
FKIT,falafel,259,0.089080
FKIT,falafel,260,0.194349
FKIT,falafel,261,0.362663
FKIT,falafel,262,0.105334
FKIT,falafel,263,0.191909
FKIT,falafel,264,0.055488
FKIT,falafel,265,0.086642
FKIT,falafel,266,0.375950
FKIT,falafel,267,0.082252
FKIT,falafel,268,0.179442
FKIT,falafel,269,0.022119
FKIT,falafel,270,0.095833
FKIT,falafel,271,0.120862
FKIT,falafel,272,0.305424
FKIT,falafel,273,0.383131
FKIT,falafel,274,0.425260
FKIT,falafel,275,0.289337
FKIT,falafel,276,0.326996
FKIT,falafel,277,0.285737
FKIT,falafel,278,0.324372
FKIT,falafel,279,0.290996
FKIT,falafel,280,0.226616
FKIT,falafel,281,0.173101
FKIT,falafel,282,0.186063
FKIT,falafel,283,0.072191
FKIT,falafel,284,0.042089
FKIT,falafel,285,0.036043
FKIT,falafel,286,0.142477
FKIT,falafel,287,0.242126
FKIT,falafel,288,0.130025
